2025-04-15 11:30:18,361 - DEBUG - pymongo.topology  - {"message": "Starting topology monitoring", "topologyId": {"$oid": "67fe434a9994c0b5bbcfd8df"}}
2025-04-15 11:52:56,427 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:52:57,192 - DEBUG - pymongo.serverSelection  - {"message": "Server selection started", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4757625bd101b2ba6f79, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0014720937468413694>]>", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}}
2025-04-15 11:52:57,192 - DEBUG - pymongo.serverSelection  - {"message": "Server selection succeeded", "selector": "Primary()", "operation": "find", "topologyDescription": "<TopologyDescription id: 67fe4757625bd101b2ba6f79, topology_type: Single, servers: [<ServerDescription ('mongo', 27017) server_type: Standalone, rtt: 0.0014720937468413694>]>", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 11:52:57,193 - DEBUG - pymongo.connection  - {"message": "Connection checkout started", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 11:52:57,194 - DEBUG - pymongo.connection  - {"message": "Connection checked out", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1, "durationMS": 0.0005391400000007707}
2025-04-15 11:52:57,194 - DEBUG - pymongo.command  - {"message": "Command started", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}, "command": "{\"find\": \"conversations\", \"filter\": {\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\"}, \"limit\": 1, \"singleBatch\": true, \"lsid\": {\"id\": {\"$binary\": {\"base64\": \"qsIoZCrHSwC41nEXVZ6ZBQ==\", \"subType\": \"04\"}}}, \"$db\": \"mcp-agent-database\"}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 1131176229, "operationId": 1131176229, "driverConnectionId": 1, "serverConnectionId": 14, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 11:52:57,196 - DEBUG - pymongo.command  - {"message": "Command succeeded", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}, "durationMS": 1.4369999999999998, "reply": "{\"cursor\": {\"firstBatch\": [{\"_id\": {\"$oid\": \"67fe471213fef0e1d85517e6\"}, \"user_id\": \"67ab34681651d023b1165748\", \"title\": \"Test\", \"date_created\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}, \"date_modified\": {\"$date\": \"2025-04-15T11:46:26.966Z\"}}], \"ns\": \"mcp-agent-database.conversations\"}, \"ok\": 1.0}", "commandName": "find", "databaseName": "mcp-agent-database", "requestId": 1131176229, "operationId": 1131176229, "driverConnectionId": 1, "serverConnectionId": 14, "serverHost": "mongo", "serverPort": 27017}
2025-04-15 11:52:57,196 - DEBUG - pymongo.connection  - {"message": "Connection checked in", "clientId": {"$oid": "67fe4757625bd101b2ba6f79"}, "serverHost": "mongo", "serverPort": 27017, "driverConnectionId": 1}
2025-04-15 11:52:57,197 - INFO - mcp.client.sse  - Connecting to SSE endpoint: http://localhost:8001/sse
2025-04-15 11:52:57,395 - DEBUG - httpcore.connection  - connect_tcp.started host='localhost' port=8001 local_address=None timeout=5 socket_options=None
2025-04-15 11:52:57,406 - DEBUG - httpcore.connection  - connect_tcp.failed exception=ConnectError(OSError('All connection attempts failed'))
2025-04-15 11:52:57,407 - ERROR - openai.agents  - Error initializing MCP server: unhandled errors in a TaskGroup (1 sub-exception)
2025-04-15 11:52:57,407 - ERROR - api.v1.routers.conversation.chat  - unhandled errors in a TaskGroup (1 sub-exception)
  + Exception Group Traceback (most recent call last):
  |   File "/app/api/v1/routers/conversation.py", line 111, in chat
  |     response = await agent.run(history)
  |                ^^^^^^^^^^^^^^^^^^^^^^^^
  |   File "/app/core/mcp_client.py", line 27, in run
  |     await self.exit_stack.enter_async_context(
  |   File "/usr/local/lib/python3.11/contextlib.py", line 650, in enter_async_context
  |     result = await _enter(cm)
  |              ^^^^^^^^^^^^^^^^
  |   File "/app/.venv/lib/python3.11/site-packages/agents/mcp/server.py", line 89, in __aenter__
  |     await self.connect()
  |   File "/app/.venv/lib/python3.11/site-packages/agents/mcp/server.py", line 102, in connect
  |     transport = await self.exit_stack.enter_async_context(self.create_streams())
  |                 ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  |   File "/usr/local/lib/python3.11/contextlib.py", line 650, in enter_async_context
  |     result = await _enter(cm)
  |              ^^^^^^^^^^^^^^^^
  |   File "/usr/local/lib/python3.11/contextlib.py", line 210, in __aenter__
  |     return await anext(self.gen)
  |            ^^^^^^^^^^^^^^^^^^^^^
  |   File "/app/.venv/lib/python3.11/site-packages/mcp/client/sse.py", line 43, in sse_client
  |     async with anyio.create_task_group() as tg:
  |   File "/app/.venv/lib/python3.11/site-packages/anyio/_backends/_asyncio.py", line 772, in __aexit__
  |     raise BaseExceptionGroup(
  | ExceptionGroup: unhandled errors in a TaskGroup (1 sub-exception)
  +-+---------------- 1 ----------------
    | Traceback (most recent call last):
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_transports/default.py", line 101, in map_httpcore_exceptions
    |     yield
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_transports/default.py", line 394, in handle_async_request
    |     resp = await self._pool.handle_async_request(req)
    |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_async/connection_pool.py", line 256, in handle_async_request
    |     raise exc from None
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_async/connection_pool.py", line 236, in handle_async_request
    |     response = await connection.handle_async_request(
    |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_async/connection.py", line 101, in handle_async_request
    |     raise exc
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_async/connection.py", line 78, in handle_async_request
    |     stream = await self._connect(request)
    |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_async/connection.py", line 124, in _connect
    |     stream = await self._network_backend.connect_tcp(**kwargs)
    |              ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_backends/auto.py", line 31, in connect_tcp
    |     return await self._backend.connect_tcp(
    |            ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_backends/anyio.py", line 113, in connect_tcp
    |     with map_exceptions(exc_map):
    |   File "/usr/local/lib/python3.11/contextlib.py", line 158, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "/app/.venv/lib/python3.11/site-packages/httpcore/_exceptions.py", line 14, in map_exceptions
    |     raise to_exc(exc) from exc
    | httpcore.ConnectError: All connection attempts failed
    | 
    | The above exception was the direct cause of the following exception:
    | 
    | Traceback (most recent call last):
    |   File "/app/.venv/lib/python3.11/site-packages/mcp/client/sse.py", line 47, in sse_client
    |     async with aconnect_sse(
    |   File "/usr/local/lib/python3.11/contextlib.py", line 210, in __aenter__
    |     return await anext(self.gen)
    |            ^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx_sse/_api.py", line 69, in aconnect_sse
    |     async with client.stream(method, url, headers=headers, **kwargs) as response:
    |   File "/usr/local/lib/python3.11/contextlib.py", line 210, in __aenter__
    |     return await anext(self.gen)
    |            ^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_client.py", line 1583, in stream
    |     response = await self.send(
    |                ^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_client.py", line 1629, in send
    |     response = await self._send_handling_auth(
    |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_client.py", line 1657, in _send_handling_auth
    |     response = await self._send_handling_redirects(
    |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_client.py", line 1694, in _send_handling_redirects
    |     response = await self._send_single_request(request)
    |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_client.py", line 1730, in _send_single_request
    |     response = await transport.handle_async_request(request)
    |                ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_transports/default.py", line 393, in handle_async_request
    |     with map_httpcore_exceptions():
    |   File "/usr/local/lib/python3.11/contextlib.py", line 158, in __exit__
    |     self.gen.throw(typ, value, traceback)
    |   File "/app/.venv/lib/python3.11/site-packages/httpx/_transports/default.py", line 118, in map_httpcore_exceptions
    |     raise mapped_exc(message) from exc
    | httpx.ConnectError: All connection attempts failed
    +------------------------------------
2025-04-15 11:53:06,437 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.925676999956, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:53:06.437Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:53:06,438 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:53:16,448 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.917971000074, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:53:16.447Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:53:16,449 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:53:26,454 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10007.987242000127, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:53:26.454Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:53:26,455 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:53:36,465 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10008.555294999951, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:53:36.464Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:53:36,466 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:53:46,476 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10009.303389000024, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:53:46.475Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:53:46,477 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:53:56,482 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10007.208615000081, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:53:56.482Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:53:56,483 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:54:06,495 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10010.158551999893, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:54:06.493Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:54:06,498 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:54:16,506 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10005.824885000038, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:54:16.505Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:54:16,508 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:54:26,515 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10007.246212999917, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:54:26.514Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:54:26,518 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
2025-04-15 11:54:36,524 - DEBUG - pymongo.topology  - {"message": "Server heartbeat succeeded", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true, "durationMS": 10005.025898999975, "reply": "{\"isWritablePrimary\": true, \"topologyVersion\": {\"processId\": {\"$oid\": \"67fe418708888e8f691a6822\"}}, \"maxBsonObjectSize\": 16777216, \"maxMessageSizeBytes\": 48000000, \"maxWriteBatchSize\": 100000, \"localTime\": {\"$date\": \"2025-04-15T11:54:36.523Z\"}, \"logicalSessionTimeoutMinutes\": 30, \"connectionId\": 12, \"maxWireVersion\": 17, \"ok\": 1.0}"}
2025-04-15 11:54:36,527 - DEBUG - pymongo.topology  - {"message": "Server heartbeat started", "topologyId": {"$oid": "67fe4757625bd101b2ba6f79"}, "driverConnectionId": 1, "serverConnectionId": 12, "serverHost": "mongo", "serverPort": 27017, "awaited": true}
